grade,water_cement_ratio,cement_grade,sand_ratio,manufactured_sand_ratio,stone_powder_content,stone_powder_type,fly_ash_content,slag_content,fineness_modulus,strength_7d,strength_28d,slump,flow
C30,0.4670372265916364,42.5,0.39159184230966426,0.5708823353750889,0.06166602638842365,1,0.13520215890766146,0.26451318150700664,2.646573952787775,26.1,41.8,169.0,440.0
C30,0.501038752971346,42.5,0.4018837711660626,0.46249659389618647,0.07688403219700368,2,0.18231422609179088,0.1851310630689214,2.668580647929891,22.4,37.0,188.0,486.0
C30,0.48180227366974315,42.5,0.40582404134290206,0.5392213873453413,0.0664537336772426,2,0.1401543462615329,0.16814802804187196,2.756454153547537,28.1,39.0,180.0,450.0
C30,0.5110984210658303,42.5,0.4009234533295251,0.6239701020006069,0.06032753036963928,2,0.1727571381672616,0.1872195338902282,2.7251743588842894,21.7,35.2,199.0,615.0
C30,0.4912274667902323,42.5,0.40803884647142874,0.6152380733424168,0.08265474588864062,1,0.16958862833520946,0.18031593667804563,2.719250749006763,22.9,38.2,188.0,558.0
C30,0.45598786009655073,42.5,0.3866838054189338,0.38181733290275066,0.08569308395207076,1,0.10388891266994117,0.26875658775474587,2.69240774109241,31.4,42.4,165.0,470.0
C30,0.49605893577233323,42.5,0.3893495635490799,0.34599736349699395,0.0829006741593503,2,0.1633708373136089,0.16970533049894776,2.6671985221229098,28.0,37.6,189.0,539.0
C30,0.4792223271112087,42.5,0.394682493837284,0.5620289881649431,0.07010454842716832,1,0.13745663122874785,0.22787036171141764,2.5531149015893444,27.4,39.6,179.0,517.0
C30,0.48272508275250664,42.5,0.401115999896714,0.3375452011292396,0.06616785403890081,1,0.14493696762673097,0.2224021814433591,2.7281600847639065,27.6,39.2,184.0,525.0
C30,0.47545970989978414,42.5,0.40951108980342826,0.4601316420189025,0.06626488430543091,1,0.15055758330492744,0.17640302801046295,2.544712357809372,24.7,40.5,176.0,436.0
C30,0.5132926688060774,42.5,0.3971514217755474,0.5233725505837711,0.07333157132579661,2,0.14728481077693673,0.1602909095672142,2.5617873968867633,25.8,35.0,203.0,548.0
C30,0.5231188305672122,42.5,0.4024786246679269,0.5527286945587846,0.0575283534307728,2,0.12774782194944256,0.24204712755673044,2.6718190304499556,23.0,33.8,202.0,650.0
C30,0.4890165142870931,42.5,0.40619808910194993,0.4615796808787348,0.06215190741567533,1,0.16371281505149696,0.23628718494850307,2.4931376265645113,28.0,38.2,184.0,527.0
C30,0.4597608712400526,42.5,0.38729786447842257,0.3158006727236525,0.06831198931464322,2,0.14039293086802204,0.259607069131978,2.5409494583865704,31.0,42.0,167.0,475.0
C30,0.4822031528249429,42.5,0.4046937126344161,0.3768342098377692,0.06038899872286414,1,0.11883548961946255,0.19427303386364667,2.6857655028480787,23.9,38.8,180.0,508.0
C30,0.5191161879620462,42.5,0.4095967428858448,0.3557441475456736,0.08842167530034312,1,0.15577704344313084,0.16381450474734482,2.517399814124588,24.2,34.3,203.0,610.0
C30,0.4794769923290036,42.5,0.3858586512940941,0.6071002305702915,0.05746577017042927,1,0.1509524063957559,0.1999415819576565,2.7423298563470824,26.4,39.6,176.0,453.0
C30,0.52283208299575,42.5,0.41049441859123814,0.41512198521404753,0.06104311868080968,2,0.16384215116878798,0.16415975893048823,2.6701759010219592,21.5,33.8,203.0,621.0
C30,0.4962041406559436,42.5,0.3948437692565127,0.5211976591455361,0.058052254766898015,1,0.15675692417452677,0.17419912107981694,2.4424493998896053,23.1,37.0,192.0,530.0
C30,0.47954026005250344,42.5,0.38279520722186955,0.4680768690186134,0.07592730471366904,2,0.11317592261097537,0.20246496344027318,2.6418802676380198,27.9,39.7,180.0,510.0
C30,0.5067204355762457,42.5,0.4060380201885094,0.4857048273997624,0.06479555686391562,1,0.15878541003019556,0.15438454913875155,2.724294324744348,22.9,35.7,192.0,540.0
C30,0.5354990407621236,42.5,0.406108670744662,0.4882523610047225,0.05966409609123395,2,0.1553102303427954,0.2446897696572046,2.554454517874703,22.4,32.0,211.0,642.0
C30,0.5007622346796144,42.5,0.40652605387985796,0.3728260386222284,0.08074187985666645,1,0.15043439396994546,0.18099437673586388,2.6760664218403827,24.8,36.5,185.0,467.0
C30,0.5281512905489111,42.5,0.40073479681973473,0.5440702265104529,0.06569707864472152,1,0.15576333746405485,0.18542663496966766,2.598705939637394,23.7,33.4,204.0,645.0
C30,0.49732316818634326,42.5,0.40312051332961607,0.5302046099875828,0.06713394342798888,1,0.1559466831985896,0.23356557779534928,2.6782075653447315,27.0,37.3,188.0,492.0
C30,0.5081980393204025,42.5,0.4057651796941974,0.6382874506564851,0.056961956000006954,1,0.17354244679451541,0.2074700461091062,2.64178609996945,24.3,35.7,197.0,636.0
C30,0.5013736633509678,42.5,0.4066405205359866,0.6102541213229602,0.07637472142760898,2,0.12690449499178227,0.24305910466814926,2.6981069233091497,26.7,37.1,196.0,531.0
C35,0.4,42.5,0.3718817090461631,0.5768409931118543,0.08,1,0.163370025082485,0.2107752893754715,2.733244627943884,36.9,49.6,172.0,494.0
C35,0.4070002830776641,42.5,0.376895306915068,0.706608868804221,0.0670972784039892,1,0.10653372596565966,0.16174340720641456,2.5641523228983116,34.5,48.6,173.0,453.0
C35,0.42811655190740694,42.5,0.39547231775281305,0.4,0.07481196146468709,1,0.16666325961945072,0.2238301835822262,2.4,30.3,45.3,194.0,552.0
C35,0.43024794228728114,42.5,0.39556016712034897,0.5363128206259351,0.05804859056636731,2,0.10942678008590845,0.19094688982981417,2.784960387784497,32.6,45.0,190.0,535.0
C35,0.4519367810651297,42.5,0.41,0.6606379645166036,0.06146762999428404,1,0.1731684958431816,0.25,2.6239670478724144,29.2,42.0,203.0,652.0
C35,0.45841778208633105,42.5,0.3764296777938564,0.8,0.08,1,0.10954772526284474,0.20157561100551177,2.454310687279152,29.1,41.5,211.0,649.0
C35,0.46823731414892,42.5,0.39640732801014217,0.4909003831673308,0.06283534609392795,2,0.16280143073278247,0.16044420944011697,2.8439071990806633,25.1,39.5,207.0,564.0
C35,0.4746795956581954,42.5,0.3878156489106085,0.6386042189477872,0.07603345431827956,1,0.11394867841755918,0.23075391663694877,2.6848142763104503,26.0,39.1,214.0,669.0
C35,0.4909279389619776,42.5,0.41,0.7540090614260893,0.05639021267115507,2,0.16778006898466272,0.18732067179937245,2.518591692946444,25.6,36.8,225.0,634.0
C35,0.4988652876693104,42.5,0.41,0.45588839774884593,0.05785048317214924,1,0.11502124804898176,0.2454419134892305,2.8999004080185014,23.3,35.3,230.0,612.0
C35,0.4,42.5,0.37,0.5758242497082157,0.07857547616689235,2,0.1638303580933788,0.20619795822014772,2.730370114863905,34.7,49.0,170.0,453.0
C35,0.4169211496324672,42.5,0.3872451971847941,0.7107025576504032,0.0550563134079009,2,0.11190699669072403,0.15763251548877566,2.567672283960174,28.9,46.9,182.0,472.0
C35,0.4136457961349572,42.5,0.39481937427479313,0.4,0.07821605570910238,1,0.17694892331994663,0.22733729932446506,2.4,33.6,47.4,180.0,471.0
C35,0.42801656083418177,42.5,0.40621923493311085,0.5280533842736991,0.05,2,0.10656266216906944,0.18713083352091392,2.78580501208129,30.8,45.4,187.0,547.0
C35,0.4377044655226086,42.5,0.41,0.6768543947908114,0.06802800216067953,2,0.16769471322738153,0.24754824116244065,2.613646721505608,27.5,44.3,195.0,500.0
C35,0.4521095353201304,42.5,0.37,0.8,0.08,2,0.11755551112137035,0.20000261876210534,2.4623831704575863,25.9,41.8,206.0,614.0
C35,0.4663836062303444,42.5,0.37849796539196834,0.49381255525798734,0.057513657069767694,1,0.17121847574599122,0.1580590513973488,2.8462571020543206,26.7,39.3,215.0,658.0
C35,0.47498379868335294,42.5,0.3906618625619585,0.6205331467512653,0.07019622966120147,1,0.11725539386211392,0.23008316793925995,2.679030918938294,26.3,38.5,219.0,636.0
C35,0.49293174392333944,42.5,0.4017956482381468,0.7414200483519056,0.05,1,0.17137793873757706,0.17917031208811957,2.513760300591436,24.9,36.1,229.0,700.0
C35,0.4978925673207424,42.5,0.3939197140037143,0.44723196354961364,0.0662246670826963,2,0.11154731830021417,0.24253284631982636,2.9,22.6,35.7,228.0,700.0
C35,0.40826374851757113,42.5,0.371162106262815,0.5784330537764149,0.08,2,0.16391483902800916,0.20203877325687042,2.7294850544524842,32.5,47.7,174.0,455.0
C35,0.4,42.5,0.3866835816924109,0.7160381096683613,0.052070771798070764,1,0.11199353202942589,0.16336724119179158,2.5663011301566216,29.8,49.5,174.0,520.0
C35,0.4182683676267955,42.5,0.38990948459501035,0.4,0.07109785107688736,2,0.16384320608787709,0.23595111054037712,2.404985098557909,32.0,46.4,182.0,489.0
C35,0.4270832056694131,42.5,0.4029697073045613,0.5269058107181939,0.05,1,0.10086508225949191,0.18142207209547395,2.7887239373747525,27.7,45.8,191.0,563.0
C35,0.4418576294987333,42.5,0.40497641222399283,0.6729887459759262,0.06884663053198765,2,0.165708990052979,0.25,2.615782806446715,28.8,43.7,198.0,546.0
C35,0.4592552758124521,42.5,0.38284318135555206,0.8,0.08,2,0.1034832525708057,0.19978473863165783,2.4598315630942964,26.1,40.6,207.0,590.0
C35,0.4679881177174329,42.5,0.38713516047244023,0.48696010389077243,0.057945423621048014,2,0.16425819142296327,0.15578794794334958,2.851203635623171,28.8,39.6,212.0,603.0
C35,0.4741532576186538,42.5,0.38774449279863565,0.616509245874786,0.07409850292020527,2,0.1085464381022186,0.23022084325986006,2.66910457610012,26.3,38.9,218.0,593.0
C35,0.4832761484363668,42.5,0.3936528337206941,0.7540913984563964,0.05804051143408113,2,0.17180414575530606,0.1907279880245961,2.511624685983972,24.4,37.3,220.0,677.0
C35,0.5,42.5,0.41,0.4443033550497583,0.073488297887521,2,0.11442379127810419,0.24588572049240784,2.894803899180046,24.5,35.3,228.0,698.0
C35,0.4040899077222693,42.5,0.37,0.5828899574374187,0.07177504332254213,2,0.1638069284637423,0.2097534424296147,2.7330411906170617,35.2,48.8,171.0,504.0
C35,0.4158688979997637,42.5,0.37486583787915795,0.7056867172297294,0.05818218977723716,1,0.1079079499604313,0.16269820247863004,2.5604487412776304,34.5,47.2,183.0,521.0
C35,0.4270148820287153,42.5,0.39314546758659286,0.4037489370595337,0.07621651236835117,1,0.16966214151779305,0.23064735274587864,2.4,31.0,45.4,184.0,479.0
C35,0.440858643526375,42.5,0.3957110980692004,0.5341473164238328,0.06080848488201252,2,0.10454626846137476,0.18530320946265533,2.7848775297192163,27.0,43.2,198.0,489.0
C35,0.4419212757329983,42.5,0.41,0.6677921849625371,0.07060614678746115,2,0.16542619150730337,0.2466872794986273,2.6145906083650696,30.0,43.5,199.0,547.0
C35,0.45911534288914185,42.5,0.37,0.7988335800842137,0.08,2,0.10674276665149798,0.21327776604992688,2.4538766468457847,27.8,41.2,207.0,650.0
C35,0.4610606600324724,42.5,0.3963568947882301,0.4908665796614435,0.05,2,0.16530020557980174,0.1593023137985658,2.845387028827265,24.3,40.4,209.0,567.0
C35,0.46841274862312465,42.5,0.4024446300082219,0.6172360807850283,0.06803814772327285,2,0.1166297111797241,0.22585533217257017,2.6774608285176034,27.3,40.1,209.0,641.0
C35,0.49130283950919046,42.5,0.3975538071418198,0.7587984439185691,0.053602770442788446,1,0.17135905194209688,0.18214373169111808,2.506486178917821,25.2,36.5,223.0,694.0
C35,0.5,42.5,0.405378839923404,0.44158033182654227,0.07225100747802035,1,0.10085711183114038,0.24658844463896434,2.89334595369069,21.5,35.7,228.0,624.0
C35,0.40117122021019636,42.5,0.37,0.5765473558480223,0.07814335232483836,1,0.16658584749357286,0.20409706582703582,2.7341333310623193,34.8,49.4,174.0,456.0
C35,0.4100355421102587,42.5,0.3910447164716398,0.7160828687101882,0.06451135699971726,1,0.10861174895905686,0.16382627250755935,2.5654971776643984,32.1,48.2,179.0,493.0
C35,0.4212417561688375,42.5,0.3898308970439346,0.40438724261037834,0.07208192166773733,2,0.1726001235796819,0.2281721428939681,2.408882255654046,33.0,46.6,186.0,474.0
C35,0.42767630528265815,42.5,0.40554802293181674,0.5384046076189096,0.056592657596798816,1,0.1101339017421467,0.18606499186334208,2.7887876902824007,29.1,45.3,185.0,540.0
C35,0.4395540025632022,42.5,0.41,0.6675317444809049,0.07296659283897776,2,0.17092616385758827,0.25,2.6197819852189683,27.8,43.8,199.0,524.0
C35,0.45198522996564466,42.5,0.380336541032263,0.7985024248122626,0.07382148488975296,2,0.11025090431478375,0.21274640156128405,2.45638175580588,30.1,42.5,207.0,618.0
C35,0.4667292759883156,42.5,0.38292942362469023,0.48617790477964357,0.06621577705931203,1,0.1733791357000003,0.1615517874668462,2.8437387193770127,25.6,39.5,206.0,620.0
C35,0.478293386948318,42.5,0.38356969167912675,0.6259906917199923,0.07398080159781381,2,0.10583418000440245,0.23677309894789603,2.6760448548696836,25.3,38.7,217.0,684.0
C35,0.4874806519776142,42.5,0.39229849620685836,0.7523585363113757,0.05623073701631995,2,0.1591408182974887,0.18238410861250148,2.5114384794499474,26.4,37.1,221.0,648.0
C35,0.5,42.5,0.41,0.4396641516860275,0.07825485061003606,2,0.10407464389364911,0.2435094804815642,2.9,24.6,35.4,230.0,700.0
C35,0.4035663312539827,42.5,0.37540555784718094,0.58268372191689,0.071691988325156,2,0.16041830259036535,0.20920073548341914,2.7410297458050574,35.9,49.2,177.0,508.0
C35,0.4152157255066597,42.5,0.37877578348994895,0.7128237059668137,0.06148374240489079,2,0.10792713560336334,0.16285164518468465,2.5721976008572858,31.4,47.8,181.0,482.0
C35,0.420740976228401,42.5,0.39253485083394624,0.4045819542202059,0.07692963189126142,2,0.16917293399096817,0.21729901121229778,2.4,33.2,46.6,180.0,528.0
C35,0.43370265050538775,42.5,0.4070790437884924,0.5266308901265011,0.05173420194388956,1,0.11183266120828651,0.17416480449518615,2.784720897474057,28.8,44.7,191.0,486.0
C35,0.44104500174576355,42.5,0.3965547874262077,0.6660578010332009,0.07029331582658783,2,0.17097653584301406,0.25,2.623671250932214,28.3,43.3,192.0,491.0
C35,0.45916115315993483,42.5,0.3760422149505438,0.7973861252589173,0.08,2,0.11635353547963387,0.20062650307317817,2.4604374239204527,28.1,41.4,206.0,614.0
C35,0.4713210392263529,42.5,0.37617540203475636,0.4907637701212041,0.062059911840043544,2,0.16974052521454633,0.1572474671782686,2.831917925790223,24.8,39.6,212.0,671.0
C35,0.4768097302226002,42.5,0.39594515421458787,0.6254319578694407,0.07198199531151389,2,0.11219970211654695,0.22365452607632433,2.681295238518903,23.7,38.0,212.0,672.0
C35,0.4884997817082065,42.5,0.4048379725711201,0.7543409383246731,0.0554005102769238,2,0.157322580102309,0.18342535645043062,2.5090938781575396,27.8,37.1,225.0,599.0
C35,0.49941200773670935,42.5,0.40563508369324736,0.4433459643233622,0.06506678401991155,1,0.11076963537466042,0.2450875593855036,2.9,23.3,35.3,230.0,684.0
C35,0.40185415104668104,42.5,0.3736896796857114,0.5735289221948245,0.08,1,0.16123369386147188,0.20583114617200318,2.7372318609560713,34.6,49.1,176.0,444.0
C35,0.40881672688598614,42.5,0.3782454094472664,0.7154120243030869,0.06405130022187666,2,0.10533385214202282,0.16473651633334863,2.574300729984553,29.7,47.8,176.0,467.0
C35,0.43173501324837005,42.5,0.3953729951545634,0.40750742907787,0.07057643166720065,2,0.16213761855038109,0.23169135345530528,2.4,28.3,45.4,192.0,483.0
C35,0.432888770378816,42.5,0.3976674903284897,0.5330152013142353,0.05,1,0.104032256045832,0.18983841164660686,2.7808273402089916,33.2,44.8,189.0,476.0
C35,0.44887513521191513,42.5,0.40333735043002034,0.6692416157871026,0.07679650199584233,1,0.16546637838912404,0.24719663317623033,2.6210460062402707,26.7,42.0,201.0,549.0
C35,0.46220771727744964,42.5,0.3738415085020771,0.7932993755217261,0.07757160627712477,1,0.103671802593658,0.19992962504689973,2.457499650106874,26.9,40.6,204.0,646.0
C35,0.4607973000351365,42.5,0.3853853496579591,0.48803448683155837,0.05741626618969691,1,0.16590502464439488,0.1650199694326217,2.8494953975056228,26.6,40.9,207.0,595.0
C35,0.4779783731899606,42.5,0.38176290174946786,0.6203765858568597,0.0721318293075921,1,0.1073662456247609,0.22499729309663377,2.6792815228636817,24.8,37.9,221.0,663.0
C35,0.4927268392736387,42.5,0.4033481350287902,0.7555773865475748,0.056423812535477375,2,0.16749054168757346,0.1886262775124133,2.5074097396560675,26.5,36.1,229.0,646.0
C35,0.5,42.5,0.4025769760404017,0.4474857802761654,0.07339634170585824,1,0.11023787138270298,0.25,2.899051532532738,23.6,35.3,230.0,700.0
C35,0.4042479226552331,42.5,0.37,0.5750726539207976,0.08,2,0.16807389194527614,0.20690240853149747,2.7286359271926943,29.6,49.2,177.0,441.0
C35,0.4176850535687062,42.5,0.3889140047770239,0.7112284577225743,0.06827240136959822,1,0.113656252881451,0.16688058178380355,2.5623639338039235,31.6,47.0,183.0,514.0
C35,0.41895383695348193,42.5,0.3941956920644728,0.4,0.07803783833290157,1,0.17052631278846006,0.22640007404725065,2.4,29.7,46.3,188.0,479.0
C35,0.4294326139263945,42.5,0.404787457660986,0.5305375141580373,0.051031799520461524,1,0.11626235958095896,0.18143314910188654,2.7868649119917874,30.7,45.4,190.0,502.0
C35,0.4501084679303185,42.5,0.4046357885341868,0.6620868578981669,0.07839001614318382,2,0.17020428173499721,0.23711327488502829,2.6206506126661195,27.6,41.8,197.0,551.0
C35,0.4519119085922854,42.5,0.37021188522222637,0.7899354597805333,0.08,2,0.10849684817592968,0.20189105151309666,2.4509884299239686,30.2,42.4,202.0,640.0
C35,0.4665779332045747,42.5,0.38489644650269494,0.4898171805027115,0.055644936684431434,1,0.17641664456875328,0.1602019247943029,2.8437511925834706,27.5,39.8,210.0,646.0
C35,0.4794127503441282,42.5,0.388046599702361,0.6304867874783744,0.08,1,0.11094598479251332,0.22525952647589978,2.676915902990509,27.1,38.2,222.0,699.0
C35,0.4924625475264774,42.5,0.4018171201735562,0.7562813373900356,0.05,1,0.1662630222522059,0.17924305673042554,2.494066277423858,23.9,36.2,227.0,700.0
C35,0.4927929890631229,42.5,0.4077932060424257,0.4460018863297298,0.0656260061862454,2,0.11210094161097889,0.25,2.8974125672583715,22.7,36.6,229.0,700.0
C35,0.41170148249022653,42.5,0.3746714900763438,0.5771707657774375,0.07389177860111103,2,0.15597951285398443,0.20501213094986842,2.7386539136021146,34.2,47.8,178.0,533.0
C35,0.40298550481669854,42.5,0.3837478925991935,0.7090365297205095,0.06750976482594298,2,0.11816789541983924,0.16503783912616252,2.5650335977633603,35.4,49.3,173.0,507.0
C35,0.4321491241985237,42.5,0.3906417955141908,0.4037026995901445,0.07314283541996353,2,0.16546512132594252,0.2377938125241245,2.4011141131692924,27.5,44.7,190.0,559.0
C35,0.4342177625304834,42.5,0.4028572389238334,0.5297398981125889,0.05649482938224984,2,0.11174348948855299,0.1754298330749637,2.786232031304054,28.9,44.3,188.0,548.0
C35,0.4399669218429014,42.5,0.41,0.6708620908788042,0.07075345831866758,2,0.1495398512387018,0.25,2.626536621369547,30.4,43.9,195.0,503.0
C35,0.45608194867510393,42.5,0.37519745690866757,0.7924847657032127,0.08,1,0.10670394258497615,0.20600710455158772,2.4613776142582315,29.0,41.5,208.0,653.0
C35,0.471295050455236,42.5,0.3849998019163972,0.4935708703136958,0.07014356765216144,2,0.1650743004982249,0.15406835807444494,2.8534064547710978,29.7,39.6,215.0,590.0
C35,0.4820930816840413,42.5,0.3901945226518868,0.6293253136860922,0.07271117941261428,2,0.11830757853028846,0.22990226852730686,2.682648394624257,23.0,38.1,216.0,597.0
C35,0.48642979143647475,42.5,0.40134848363299275,0.7466568406847494,0.05951958369819792,1,0.1621923729192182,0.17785713818877372,2.511258022874431,24.2,37.0,219.0,667.0
C35,0.4947478118562202,42.5,0.41,0.4439271304952099,0.06421881343151331,2,0.1113205907168825,0.25,2.9,24.9,35.6,228.0,660.0
C35,0.4058128683409392,42.5,0.37366793718890273,0.5752983561969133,0.08,1,0.17268498609694705,0.20917187793683426,2.737941278769891,34.7,48.3,172.0,451.0
C35,0.4227274460333848,42.5,0.38147804975933136,0.7088654524063389,0.06531384799764399,1,0.10147642966988335,0.15370227499821365,2.5699858734729437,29.1,46.4,181.0,536.0
C35,0.42124510120737535,42.5,0.38995904589614305,0.4008616800310182,0.07734464487056708,2,0.16831642794705187,0.2184673305989346,2.404913634799557,32.2,46.1,181.0,485.0
C35,0.43166590192848486,42.5,0.40553739271544087,0.5377284041061183,0.05,1,0.1102003081918215,0.18473939174625365,2.787523855148776,27.3,44.7,189.0,511.0
C35,0.44736955110588345,42.5,0.41,0.6659096131121117,0.07449718689175996,2,0.15623047961457298,0.25,2.6205027053233914,27.6,42.2,202.0,588.0
C35,0.453084547809742,42.5,0.37,0.799744075771798,0.07209322386934972,2,0.11305322558267544,0.2089666609601197,2.451420652557637,27.6,41.7,203.0,634.0
C35,0.46747113768766196,42.5,0.37971208728654493,0.4809753525725279,0.06632930218816024,2,0.16581137912487023,0.17715495414465124,2.840393535429146,27.1,39.2,216.0,689.0
C35,0.4740117588698229,42.5,0.39165426141371235,0.6195051200733397,0.07965261302881528,1,0.11242362556537029,0.2238569584859786,2.6754240022821536,27.1,38.9,216.0,662.0
C35,0.4944948296017384,42.5,0.39457016646200954,0.7566887376429661,0.05459517751727011,2,0.16158141940191,0.18080310379740933,2.511863993714339,24.3,36.1,228.0,686.0
C35,0.5,42.5,0.41,0.4393809043611363,0.07095231832543025,2,0.10954246749581188,0.24870173795852651,2.9,21.3,35.3,227.0,678.0
C35,0.42844719397287456,42.5,0.3939379797735573,0.4972305064209375,0.05255336680574078,2,0.15697081050331313,0.1655964513500424,2.852029008595589,30.5,45.0,187.0,490.0
C35,0.4684293170471954,42.5,0.39955579682283493,0.7679268041635565,0.06464799612296683,1,0.12634001866073222,0.20847569533520827,2.7809780749802484,24.5,40.1,214.0,628.0
C35,0.45766753578509733,42.5,0.3855990214449364,0.4883837881154285,0.06467529108473852,2,0.15255667804829462,0.19469526504559506,2.7703791607911112,26.1,41.0,206.0,634.0
C35,0.44797992669590336,42.5,0.395486069860016,0.5265879658102588,0.06079868578804521,2,0.1396888482237745,0.19853685663830067,2.78051301403087,26.1,42.8,204.0,571.0
C35,0.457420956284971,42.5,0.3978462285503582,0.7117728243938495,0.05418087747475228,2,0.19140176976626722,0.20859823023373278,2.884685463212791,27.4,41.1,210.0,674.0
C35,0.48742896950618936,42.5,0.3796400769238655,0.5797543231449648,0.05602089408227248,1,0.1750350421566349,0.22496495784336515,2.512380985452764,24.6,36.4,224.0,665.0
C35,0.4554395696699133,42.5,0.3798757981153499,0.49635563752458656,0.07244218776203404,2,0.11951133945725123,0.20130641880567351,2.685348085781217,29.0,41.1,206.0,571.0
C35,0.4210574985291588,42.5,0.3815084458521796,0.6627435489733102,0.05033584852433195,1,0.15400269037664657,0.24599730962335342,2.6545706353527083,32.6,46.5,180.0,498.0
C35,0.43162618003808656,42.5,0.3952045647711279,0.5382522500639998,0.06372989620404959,2,0.1541698856050406,0.17307903870707464,2.679563115592101,32.2,44.9,192.0,495.0
C35,0.4576729368113417,42.5,0.3952342679698061,0.5969860760209236,0.06134536013183414,2,0.1736917526848942,0.216731584027679,2.562462054502853,26.0,41.6,209.0,647.0
C35,0.49205229092085545,42.5,0.39413411727274966,0.5825016383589735,0.06287610842332388,2,0.12895521278895075,0.19486514794812293,2.785163520684966,23.2,36.1,230.0,649.0
C35,0.4143367165364574,42.5,0.38497779092232476,0.5178635019901693,0.06183352883886442,1,0.17868527823667835,0.20041542425077272,2.8252876467733605,29.3,47.4,182.0,526.0
C35,0.46508643407003425,42.5,0.3928185621586451,0.5387680084543146,0.06684993593696179,2,0.12221816612541733,0.19137348168120283,2.4616901802866193,24.9,40.4,210.0,644.0
C35,0.42978380891431667,42.5,0.3973780560550008,0.4913039446126868,0.05348219266972483,2,0.13737341387036778,0.22099364462919238,2.477384651602928,32.4,45.6,185.0,531.0
C35,0.4634134540297827,42.5,0.3833486418486321,0.6459309594623638,0.05923450175985202,2,0.1457381077556824,0.24637714628804272,2.6605979661410006,28.4,40.0,212.0,624.0
C35,0.44197812506075224,42.5,0.39017837293628316,0.583071832154926,0.05358530876858403,1,0.16856877089153394,0.18332926355821677,2.728876179105798,28.2,43.2,195.0,514.0
C35,0.4869286269662194,42.5,0.3967265673893851,0.7388443647475208,0.07338463062205194,2,0.133414383697603,0.17861576648775335,2.6169707664540907,24.2,37.4,220.0,694.0
C35,0.40951905066101985,42.5,0.3777529143612255,0.4921531263832305,0.06230748583232473,1,0.12484474425610535,0.209040007583389,2.6733398241000965,30.3,48.6,173.0,483.0
C35,0.47689685543241456,42.5,0.3973038952593264,0.6129702303458003,0.06352813729528363,2,0.1455564236078955,0.2386187480616093,2.6907957584478313,26.5,38.5,214.0,634.0
C35,0.4082349839683527,42.5,0.3861525142393254,0.4695077456629405,0.07090938664417519,2,0.1517334507266043,0.19440171323218863,2.7888273759834066,33.8,48.2,175.0,462.0
C35,0.43734571327135163,42.5,0.3911009104309244,0.6222015472983646,0.06659965765704745,2,0.17306693183645083,0.18488599879360798,2.6495096657670403,26.5,44.0,195.0,567.0
C35,0.48969217115612534,42.5,0.3900888439484832,0.6853130104107523,0.058455002506626,2,0.17488456664681684,0.19021933053873907,2.7366759375787844,27.0,36.1,223.0,611.0
C35,0.48457462372862503,42.5,0.39890365314252646,0.6789118693069855,0.053533836703455136,2,0.1809228786830297,0.20552296122046282,2.8160324337663885,24.1,37.5,222.0,635.0
C35,0.41548997471121646,42.5,0.3937204775578108,0.5007632310508732,0.06060525544236017,2,0.15708982258556825,0.2223356345084641,2.7236514794401483,33.3,47.0,181.0,454.0
C35,0.41933904761483537,42.5,0.3971916653579907,0.7160555286054161,0.06729014642188877,1,0.18361064477076722,0.21638935522923283,2.762540856823141,33.8,46.8,181.0,496.0
C35,0.4556518476580358,42.5,0.3744652072585763,0.42755038237052256,0.06291289713943249,1,0.1270250566751861,0.23847701836311958,2.721718501375257,24.9,41.3,207.0,609.0
C35,0.48126185613915046,42.5,0.4042439145106466,0.6201614157999167,0.06713650820428164,2,0.11306150132294794,0.19400147057748776,2.697716490147637,27.6,38.1,217.0,621.0
C35,0.42663963713010267,42.5,0.38761784592101617,0.73396774302886,0.061511886988265534,2,0.16020445588938328,0.22005729897263204,2.5789730324365445,33.2,45.8,182.0,496.0
C35,0.448074277399458,42.5,0.40096289957963055,0.6633414523784247,0.06265210514741097,1,0.1656068543608993,0.22915079737627647,2.7257077282829814,28.8,42.1,199.0,491.0
C35,0.41404736705098155,42.5,0.40338860007493826,0.49882210095231944,0.06090367967816248,1,0.18141187584121493,0.21858812415878512,2.630024579011854,29.1,47.1,181.0,468.0
C35,0.45474103117013087,42.5,0.3997703574017175,0.5096834134062791,0.06401179932369006,2,0.15198217793411492,0.23549084875556214,2.7744718733265925,28.2,42.0,203.0,633.0
C35,0.4152416752803694,42.5,0.3930442296852041,0.6273506495237648,0.06550269537025434,2,0.18324993668456677,0.16690864753649712,2.8838098685007303,31.1,46.6,181.0,490.0
C35,0.4678304764796966,42.5,0.3873391119413463,0.6022135370715818,0.06684569590160679,2,0.13879769347245777,0.2301401293996554,2.7906851306554654,29.9,40.3,209.0,602.0
C35,0.48420958264253444,42.5,0.378214447517017,0.629325174124505,0.06477138357097065,2,0.1349175814318107,0.1773305242330661,2.7502742064502,23.6,37.3,223.0,627.0
C35,0.4538362600475237,42.5,0.3947813499099126,0.5090026709462364,0.0693455948113334,2,0.15360217320922143,0.16629482458165912,2.5044547301106097,26.3,42.1,200.0,530.0
C35,0.4825072535048829,42.5,0.39707628105092496,0.5802725195072506,0.05475928801366555,2,0.11110292564610491,0.17301731986442362,2.7760323599739656,25.0,37.2,221.0,684.0
